timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747951928846,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-5,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928847,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-5,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928849,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-5,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928852,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-5,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928853,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-5,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928934,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951928937,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928939,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928940,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928943,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928944,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928946,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928948,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928950,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951928951,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-6,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929034,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929036,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929037,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929040,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929042,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929043,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929046,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929047,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929049,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929051,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-7,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929133,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929135,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929137,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929139,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929140,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929142,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929143,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929144,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929146,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929148,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-8,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929230,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929233,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929235,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929236,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929238,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929240,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929242,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929245,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929247,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929249,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-9,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929331,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929333,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929335,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929337,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929339,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929341,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929343,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929345,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929346,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929349,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-10,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929430,3,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,3,0,1
1747951929433,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929437,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929439,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929441,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929445,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929447,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929449,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929452,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929455,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-11,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929530,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929533,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929535,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929536,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929539,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929540,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929542,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951929543,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929545,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929547,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-12,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929630,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929632,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929634,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929636,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929638,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929640,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929642,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929644,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929646,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929648,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-13,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929729,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929731,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929734,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929735,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929736,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929739,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929741,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929743,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929745,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929746,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-14,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929827,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929830,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929831,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929833,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951929836,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929837,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929839,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929841,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929842,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929843,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-15,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929927,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,1
1747951929929,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929931,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929933,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929934,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929936,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929937,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929939,0,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,0,0,0
1747951929940,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951929942,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-16,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930027,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930029,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930031,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930033,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930035,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930037,2,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,2,0,0
1747951930039,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
1747951930040,1,HTTP Request (Cadastro de Paciente),201,Created,Simulação de 1000 usuários 1-17,text,true,,1023,288,1,1,http://localhost:3000/pacientes,1,0,0
